GEO_ID,NAME,S2801_C01_001E,S2801_C01_001M,S2801_C01_002E,S2801_C01_002M,S2801_C01_003E,S2801_C01_003M,S2801_C01_004E,S2801_C01_004M,S2801_C01_005E,S2801_C01_005M,S2801_C01_006E,S2801_C01_006M,S2801_C01_007E,S2801_C01_007M,S2801_C01_008E,S2801_C01_008M,S2801_C01_009E,S2801_C01_009M,S2801_C01_010E,S2801_C01_010M,S2801_C01_011E,S2801_C01_011M,S2801_C01_012E,S2801_C01_012M,S2801_C01_013E,S2801_C01_013M,S2801_C01_014E,S2801_C01_014M,S2801_C01_015E,S2801_C01_015M,S2801_C01_016E,S2801_C01_016M,S2801_C01_017E,S2801_C01_017M,S2801_C01_018E,S2801_C01_018M,S2801_C01_019E,S2801_C01_019M,S2801_C01_020E,S2801_C01_020M,S2801_C01_021E,S2801_C01_021M,S2801_C01_022E,S2801_C01_022M,S2801_C01_023E,S2801_C01_023M,S2801_C01_024E,S2801_C01_024M,S2801_C01_025E,S2801_C01_025M,S2801_C01_026E,S2801_C01_026M,S2801_C01_027E,S2801_C01_027M,S2801_C01_028E,S2801_C01_028M,S2801_C01_029E,S2801_C01_029M,S2801_C01_030E,S2801_C01_030M,S2801_C01_031E,S2801_C01_031M,S2801_C02_001E,S2801_C02_001M,S2801_C02_002E,S2801_C02_002M,S2801_C02_003E,S2801_C02_003M,S2801_C02_004E,S2801_C02_004M,S2801_C02_005E,S2801_C02_005M,S2801_C02_006E,S2801_C02_006M,S2801_C02_007E,S2801_C02_007M,S2801_C02_008E,S2801_C02_008M,S2801_C02_009E,S2801_C02_009M,S2801_C02_010E,S2801_C02_010M,S2801_C02_011E,S2801_C02_011M,S2801_C02_012E,S2801_C02_012M,S2801_C02_013E,S2801_C02_013M,S2801_C02_014E,S2801_C02_014M,S2801_C02_015E,S2801_C02_015M,S2801_C02_016E,S2801_C02_016M,S2801_C02_017E,S2801_C02_017M,S2801_C02_018E,S2801_C02_018M,S2801_C02_019E,S2801_C02_019M,S2801_C02_020E,S2801_C02_020M,S2801_C02_021E,S2801_C02_021M,S2801_C02_022E,S2801_C02_022M,S2801_C02_023E,S2801_C02_023M,S2801_C02_024E,S2801_C02_024M,S2801_C02_025E,S2801_C02_025M,S2801_C02_026E,S2801_C02_026M,S2801_C02_027E,S2801_C02_027M,S2801_C02_028E,S2801_C02_028M,S2801_C02_029E,S2801_C02_029M,S2801_C02_030E,S2801_C02_030M,S2801_C02_031E,S2801_C02_031M
1400000US31055005902,"Census Tract 59.02, Douglas County, Nebraska",711,74,492,78,393,87,91,55,366,71,52,41,265,65,5,9,18,15,0,10,219,77,384,88,0,10,384,88,271,80,54,27,303,79,42,34,327,87,250,69,0,10,73,41,177,68,446,93,0,10,296,82,150,73,15,15,0,10,15,15,0,10,(X),(X),69.2,9.7,55.3,11.5,12.8,7.3,51.5,10.1,7.3,5.7,37.3,9.5,0.7,1.2,2.5,2.1,0,3.1,30.8,9.7,54,11.2,0,3.1,54,11.2,38.1,11,7.6,3.7,42.6,10.2,5.9,4.6,46,11.2,(X),(X),0,8.6,29.2,15.8,70.8,15.8,(X),(X),0,4.9,66.4,13.9,33.6,13.9,(X),(X),0,63.7,100,63.7,0,63.7
1400000US31055006000,"Census Tract 60, Douglas County, Nebraska",1345,145,1041,131,735,148,94,59,918,133,199,96,620,134,0,10,28,27,0,10,304,129,946,133,9,14,937,134,703,132,213,96,684,138,37,30,399,139,385,133,0,10,218,97,167,103,789,114,9,14,575,120,205,93,171,82,0,10,144,76,27,35,(X),(X),77.4,8.5,54.6,10.2,7,4.5,68.3,7.8,14.8,7.1,46.1,9,0,1.7,2.1,2,0,1.7,22.6,8.5,70.3,8.8,0.7,1,69.7,8.9,52.3,8.9,15.8,7,50.9,9.6,2.8,2.3,29.7,8.8,(X),(X),0,5.7,56.6,19.9,43.4,19.9,(X),(X),1.1,1.8,72.9,11.1,26,11,(X),(X),0,12.3,84.2,18.7,15.8,18.7
1400000US31055006101,"Census Tract 61.01, Douglas County, Nebraska",837,69,639,75,519,80,44,32,576,71,64,45,404,72,0,10,6,8,0,10,198,71,604,73,6,9,598,72,511,73,147,80,427,88,45,34,233,77,217,73,0,10,121,53,96,58,500,90,6,9,370,78,124,66,120,52,0,10,107,51,13,14,(X),(X),76.3,7.9,62,9.5,5.3,3.8,68.8,7.6,7.6,5.3,48.3,8.8,0,2.6,0.7,1,0,2.6,23.7,7.9,72.2,8.3,0.7,1.1,71.4,8.3,61.1,8.7,17.6,9.5,51,10.4,5.4,4.1,27.8,8.3,(X),(X),0,9.8,55.8,19.2,44.2,19.2,(X),(X),1.2,1.8,74,11.8,24.8,11.6,(X),(X),0,17,89.2,12.1,10.8,12.1
1400000US31055006102,"Census Tract 61.02, Douglas County, Nebraska",1428,111,1151,141,855,153,165,81,937,156,223,104,531,147,0,10,32,49,0,10,277,103,1026,154,9,14,1017,153,795,140,223,102,772,173,14,21,402,131,310,87,0,10,238,89,72,48,865,171,9,14,561,157,295,130,253,100,0,10,218,99,35,31,(X),(X),80.6,7.2,59.9,8.8,11.6,5.7,65.6,9.3,15.6,7.3,37.2,9.5,0,1.6,2.2,3.4,0,1.6,19.4,7.2,71.8,9,0.6,1,71.2,9,55.7,8.7,15.6,7.1,54.1,10.9,1,1.5,28.2,9,(X),(X),0,7,76.8,15.3,23.2,15.3,(X),(X),1,1.6,64.9,13.2,34.1,13.2,(X),(X),0,8.5,86.2,12.3,13.8,12.3
1400000US31055006202,"Census Tract 62.02, Douglas County, Nebraska",1747,98,1396,134,1154,145,167,66,1171,131,128,74,864,128,7,10,26,29,0,10,351,123,1212,134,10,14,1202,133,950,136,168,88,1014,114,39,30,535,131,409,133,7,12,118,68,284,109,916,140,3,9,721,125,192,90,422,101,0,10,363,95,59,62,(X),(X),79.9,6.9,66.1,7.9,9.6,3.8,67,6.9,7.3,4.3,49.5,6.9,0.4,0.6,1.5,1.6,0,1.3,20.1,6.9,69.4,7.1,0.6,0.8,68.8,7.1,54.4,7.1,9.6,4.9,58,6.5,2.2,1.7,30.6,7.1,(X),(X),1.7,2.9,28.9,14.2,69.4,14.1,(X),(X),0.3,0.9,78.7,8.7,21,8.8,(X),(X),0,5.2,86,13.6,14,13.6
1400000US31055006301,"Census Tract 63.01, Douglas County, Nebraska",993,66,794,86,566,83,110,50,635,81,153,66,444,67,12,12,10,11,0,10,199,65,800,84,10,15,790,84,594,84,197,76,581,80,58,39,193,65,285,66,10,15,136,57,139,57,485,89,0,10,442,89,43,27,223,51,0,10,212,44,11,19,(X),(X),80,6.5,57,7.5,11.1,4.9,63.9,7.3,15.4,6.5,44.7,6.7,1.2,1.3,1,1.1,0,2.2,20,6.5,80.6,6.5,1,1.6,79.6,6.5,59.8,7.9,19.8,7.4,58.5,7.6,5.8,4,19.4,6.5,(X),(X),3.5,5.4,47.7,16.5,48.8,16.9,(X),(X),0,4.5,91.1,5.7,8.9,5.7,(X),(X),0,9.6,95.1,8.1,4.9,8.1
1400000US31055006302,"Census Tract 63.02, Douglas County, Nebraska",1636,82,1323,111,974,121,126,86,1115,159,169,102,832,137,67,53,27,25,0,14,313,94,1205,142,20,25,1185,143,962,154,172,88,989,141,43,30,431,128,405,109,0,14,194,84,211,76,876,151,0,14,676,137,200,114,355,97,20,25,315,93,20,19,(X),(X),80.9,5.6,59.5,7.1,7.7,5.2,68.2,9,10.3,6.1,50.9,8.1,4.1,3.2,1.7,1.5,0,1.4,19.1,5.6,73.7,7.7,1.2,1.6,72.4,7.8,58.8,9.1,10.5,5.3,60.5,8,2.6,1.9,26.3,7.7,(X),(X),0,5.4,47.9,14.7,52.1,14.7,(X),(X),0,2.5,77.2,11.2,22.8,11.2,(X),(X),5.6,6.7,88.7,8.6,5.6,5.5
1400000US31055006303,"Census Tract 63.03, Douglas County, Nebraska",1088,93,906,110,629,122,38,30,833,107,148,88,620,116,9,13,0,10,0,10,182,76,879,110,0,10,879,110,812,108,256,109,600,117,14,18,209,82,330,127,0,10,184,97,146,78,563,115,0,10,500,111,63,53,195,73,0,10,195,73,0,10,(X),(X),83.3,6.9,57.8,9.9,3.5,2.7,76.6,7,13.6,7.9,57,9.5,0.8,1.2,0,2,0,2,16.7,6.9,80.8,7.3,0,2,80.8,7.3,74.6,7.8,23.5,9.7,55.1,9.7,1.3,1.7,19.2,7.3,(X),(X),0,6.6,55.8,19.1,44.2,19.1,(X),(X),0,3.9,88.8,9.1,11.2,9.1,(X),(X),0,10.9,100,10.9,0,10.9
1400000US31055006400,"Census Tract 64, Douglas County, Nebraska",2092,115,1907,172,1822,163,126,72,1588,186,30,35,1348,171,0,10,62,49,0,10,185,106,1881,144,0,10,1881,144,1656,155,191,86,1643,176,163,91,211,95,256,115,0,10,217,111,39,43,1034,171,0,10,892,165,142,93,802,162,0,10,772,153,30,36,(X),(X),91.2,5.2,87.1,5.2,6,3.4,75.9,7,1.4,1.7,64.4,7.2,0,1.1,3,2.3,0,1.1,8.8,5.2,89.9,4.5,0,1.1,89.9,4.5,79.2,5.6,9.1,4.2,78.5,6.3,7.8,4.4,10.1,4.5,(X),(X),0,8.4,84.8,17,15.2,17,(X),(X),0,2.1,86.3,8.6,13.7,8.6,(X),(X),0,2.8,96.3,4.2,3.7,4.2
1400000US31055006503,"Census Tract 65.03, Douglas County, Nebraska",1019,46,888,78,828,76,75,39,723,84,0,10,587,92,8,12,40,29,0,10,131,68,878,76,34,26,844,84,650,89,18,21,821,81,14,17,141,69,87,45,0,10,52,36,35,29,455,78,11,16,380,74,64,44,477,70,23,22,412,68,42,51,(X),(X),87.1,6.6,81.3,6.7,7.4,3.8,71,7.8,0,2.2,57.6,8.3,0.8,1.2,3.9,2.8,0,2.2,12.9,6.6,86.2,6.7,3.3,2.6,82.8,7.5,63.8,8,1.8,2,80.6,7.1,1.4,1.7,13.8,6.7,(X),(X),0,22.5,59.8,27.1,40.2,27.1,(X),(X),2.4,3.4,83.5,9.4,14.1,9.2,(X),(X),4.8,4.6,86.4,12.2,8.8,10.2
1400000US31055006504,"Census Tract 65.04, Douglas County, Nebraska",1453,147,1234,153,1166,150,163,68,1000,152,13,21,806,143,0,10,55,51,0,10,219,118,1180,151,0,10,1180,151,865,130,35,32,1134,148,30,26,273,126,236,114,0,10,73,46,163,108,625,157,0,10,534,147,91,89,592,97,0,10,573,99,19,22,(X),(X),84.9,7.7,80.2,7.5,11.2,4.7,68.8,8.4,0.9,1.5,55.5,8.6,0,1.5,3.8,3.4,0,1.5,15.1,7.7,81.2,8.1,0,1.5,81.2,8.1,59.5,7.9,2.4,2.3,78,7.6,2.1,1.8,18.8,8.1,(X),(X),0,9.1,30.9,21.1,69.1,21.1,(X),(X),0,3.5,85.4,13.7,14.6,13.7,(X),(X),0,3.7,96.8,3.8,3.2,3.8
1400000US31055006505,"Census Tract 65.05, Douglas County, Nebraska",806,68,644,72,505,63,91,47,508,76,36,31,389,79,33,31,19,16,0,10,162,57,580,73,4,6,576,72,427,75,72,40,487,71,40,34,226,68,144,46,0,10,45,27,99,41,401,75,4,6,296,76,101,48,261,54,0,10,235,54,26,19,(X),(X),79.9,6.6,62.7,8.2,11.3,5.9,63,8.5,4.5,3.8,48.3,8.9,4.1,3.8,2.4,2,0,2.7,20.1,6.6,72,7.7,0.5,0.7,71.5,7.6,53,8.5,8.9,4.9,60.4,8.1,5,4.2,28,7.7,(X),(X),0,14.4,31.3,16.7,68.8,16.7,(X),(X),1,1.5,73.8,11.6,25.2,11.7,(X),(X),0,8.3,90,7.4,10,7.4
1400000US31055006506,"Census Tract 65.06, Douglas County, Nebraska",1406,69,1017,123,836,94,115,50,851,121,103,67,501,113,22,26,148,80,0,10,389,113,1036,113,8,14,1028,113,754,113,208,93,766,98,64,37,370,105,420,109,0,10,192,83,228,100,613,130,8,14,478,114,127,79,373,79,0,10,358,77,15,17,(X),(X),72.3,8,59.5,6.3,8.2,3.6,60.5,7.8,7.3,4.7,35.6,8,1.6,1.9,10.5,5.8,0,1.6,27.7,8,73.7,7.3,0.6,1,73.1,7.3,53.6,7.6,14.8,6.4,54.5,6.9,4.6,2.6,26.3,7.3,(X),(X),0,5.2,45.7,17.3,54.3,17.3,(X),(X),1.3,2.2,78,11.7,20.7,11.6,(X),(X),0,5.9,96,4.4,4,4.4
1400000US31055006602,"Census Tract 66.02, Douglas County, Nebraska",3124,157,2567,150,2296,173,168,64,2291,159,61,61,1673,224,15,23,42,39,0,14,557,163,2492,136,0,14,2492,136,1859,168,157,62,2307,156,45,58,632,165,633,173,0,14,385,149,248,103,1616,206,0,14,1278,165,338,136,875,175,0,14,829,181,46,43,(X),(X),82.2,4.8,73.5,6,5.4,2.1,73.3,5,2,2,53.6,6.9,0.5,0.7,1.3,1.3,0,0.7,17.8,4.8,79.8,4.7,0,0.7,79.8,4.7,59.5,5.6,5,2,73.8,5.1,1.4,1.9,20.2,4.7,(X),(X),0,3.5,60.8,14.3,39.2,14.3,(X),(X),0,1.4,79.1,7.1,20.9,7.1,(X),(X),0,2.5,94.7,5,5.3,5
1400000US31055006603,"Census Tract 66.03, Douglas County, Nebraska",1390,61,1178,112,969,137,151,86,966,131,144,91,573,131,17,27,43,34,0,10,212,97,1075,109,0,10,1075,109,731,120,103,64,958,121,69,49,315,108,374,112,0,10,151,66,223,99,764,133,0,10,672,124,92,68,252,65,0,10,252,65,0,10,(X),(X),84.7,7,69.7,9.2,10.9,6.2,69.5,8.8,10.4,6.6,41.2,9.4,1.2,2,3.1,2.5,0,1.6,15.3,7,77.3,7.5,0,1.6,77.3,7.5,52.6,8.4,7.4,4.6,68.9,8.4,5,3.6,22.7,7.5,(X),(X),0,5.8,40.4,15.7,59.6,15.7,(X),(X),0,2.9,88,8.4,12,8.4,(X),(X),0,8.5,100,8.5,0,8.5
1400000US31055006604,"Census Tract 66.04, Douglas County, Nebraska",1623,90,1484,90,1173,121,181,81,1258,116,152,102,873,129,18,14,18,21,0,10,139,63,1400,88,38,40,1362,99,1096,113,221,98,1110,120,89,55,223,71,218,81,0,10,143,73,75,54,861,114,38,40,695,110,128,47,544,95,0,10,524,96,20,31,(X),(X),91.4,3.7,72.3,7.4,11.2,5.1,77.5,5.4,9.4,6.1,53.8,8.1,1.1,0.9,1.1,1.3,0,1.4,8.6,3.7,86.3,4.1,2.3,2.5,83.9,4.7,67.5,5.9,13.6,5.8,68.4,7.4,5.5,3.4,13.7,4.1,(X),(X),0,9.8,65.6,21.7,34.4,21.7,(X),(X),4.4,4.5,80.7,6.8,14.9,5.1,(X),(X),0,4,96.3,5.7,3.7,5.7
1400000US31055006701,"Census Tract 67.01, Douglas County, Nebraska",1763,73,1611,91,1501,95,144,61,1373,95,34,31,1093,115,19,21,27,24,7,12,152,70,1511,86,0,10,1511,86,1126,108,156,76,1345,93,30,28,252,90,197,77,0,10,130,51,67,60,556,112,0,10,417,89,139,71,1010,85,0,10,964,80,46,32,(X),(X),91.4,3.9,85.1,4.6,8.2,3.5,77.9,4.4,1.9,1.7,62,6.8,1.1,1.2,1.5,1.4,0.4,0.7,8.6,3.9,85.7,4.9,0,1.3,85.7,4.9,63.9,6.3,8.8,4.3,76.3,5.6,1.7,1.6,14.3,4.9,(X),(X),0,10.8,66,22.9,34,22.9,(X),(X),0,4,75,10.8,25,10.8,(X),(X),0,2.2,95.4,3,4.6,3
1400000US31055006703,"Census Tract 67.03, Douglas County, Nebraska",1305,73,1261,84,1209,89,147,57,1046,94,17,19,803,98,9,13,43,42,0,10,44,30,1193,87,9,14,1184,88,919,106,86,37,1098,94,55,49,112,48,104,51,0,10,86,45,18,19,637,103,9,14,559,109,69,38,564,82,0,10,539,79,25,20,(X),(X),96.6,2.3,92.6,3.7,11.3,4.3,80.2,5.4,1.3,1.4,61.5,7,0.7,1,3.3,3.2,0,1.7,3.4,2.3,91.4,3.7,0.7,1.1,90.7,3.9,70.4,7,6.6,2.8,84.1,5,4.2,3.8,8.6,3.7,(X),(X),0,19.3,82.7,17.7,17.3,17.7,(X),(X),1.4,2.3,87.8,6.7,10.8,6.2,(X),(X),0,3.9,95.6,3.4,4.4,3.4
1400000US31055006704,"Census Tract 67.04, Douglas County, Nebraska",773,37,739,39,709,45,46,20,679,41,16,19,529,54,0,10,35,22,0,10,34,21,728,38,12,12,716,42,623,56,71,38,645,50,22,18,45,22,87,33,0,10,63,33,24,15,234,49,0,10,218,50,16,13,452,46,12,12,435,48,5,8,(X),(X),95.6,2.7,91.7,3.8,6,2.6,87.8,3.2,2.1,2.5,68.4,6.8,0,2.9,4.5,2.8,0,2.9,4.4,2.7,94.2,2.8,1.6,1.5,92.6,3.2,80.6,5.6,9.2,4.8,83.4,5.6,2.8,2.3,5.8,2.8,(X),(X),0,22.5,72.4,19.3,27.6,19.3,(X),(X),0,9.2,93.2,5.5,6.8,5.5,(X),(X),2.7,2.6,96.2,3.1,1.1,1.8
1400000US31055006803,"Census Tract 68.03, Douglas County, Nebraska",864,56,815,60,768,61,130,40,629,59,13,16,533,68,15,17,22,17,0,10,49,40,772,64,9,13,763,65,571,61,56,31,707,70,16,14,92,48,89,38,0,10,69,34,20,15,360,61,9,13,300,55,51,41,415,55,0,10,394,58,21,23,(X),(X),94.3,4.6,88.9,5.4,15,4.6,72.8,5.7,1.5,1.8,61.7,7.1,1.7,1.9,2.5,1.9,0,2.6,5.7,4.6,89.4,5.4,1,1.5,88.3,5.8,66.1,6.3,6.5,3.6,81.8,6.8,1.9,1.6,10.6,5.4,(X),(X),0,22.1,77.5,15.5,22.5,15.5,(X),(X),2.5,3.6,83.3,11.1,14.2,10.7,(X),(X),0,5.3,94.9,5.6,5.1,5.6
1400000US31055006804,"Census Tract 68.04, Douglas County, Nebraska",569,25,559,27,542,32,47,30,498,41,0,10,463,51,0,10,6,8,0,10,10,11,536,38,6,8,530,39,469,41,40,31,479,50,16,14,33,29,5,8,0,10,5,8,0,10,87,35,6,8,67,34,14,13,477,39,0,10,458,49,19,27,(X),(X),98.2,1.9,95.3,4.6,8.3,5.2,87.5,5.8,0,3.9,81.4,7.2,0,3.9,1.1,1.4,0,3.9,1.8,1.9,94.2,5,1.1,1.4,93.1,5.2,82.4,5.7,7,5.3,84.2,8.3,2.8,2.5,5.8,5,(X),(X),0,100,100,100,0,100,(X),(X),6.9,9.9,77,19.4,16.1,15.7,(X),(X),0,4.6,96,5.6,4,5.6
1400000US31055006805,"Census Tract 68.05, Douglas County, Nebraska",1380,76,1324,80,1249,80,133,54,1101,84,28,27,972,99,38,26,43,32,0,10,56,45,1295,80,0,10,1295,80,963,94,58,33,1204,89,6,10,85,56,153,78,0,10,109,60,44,34,354,78,0,10,322,71,32,41,873,95,0,10,864,92,9,13,(X),(X),95.9,3.2,90.5,4.2,9.6,4,79.8,4.5,2,2,70.4,6.1,2.8,1.9,3.1,2.4,0,1.6,4.1,3.2,93.8,4,0,1.6,93.8,4,69.8,6.6,4.2,2.4,87.2,5,0.4,0.7,6.2,4,(X),(X),0,13.6,71.2,17.3,28.8,17.3,(X),(X),0,6.2,91,11.1,9,11.1,(X),(X),0,2.5,99,1.5,1,1.5
1400000US31055006806,"Census Tract 68.06, Douglas County, Nebraska",1146,82,1030,88,909,89,53,41,915,100,52,66,688,99,46,37,18,19,0,10,116,56,935,96,32,31,903,94,779,93,147,78,737,95,19,22,211,88,290,91,17,26,200,86,73,50,421,103,15,19,302,80,104,71,435,61,0,10,401,57,34,31,(X),(X),89.9,4.7,79.3,6.9,4.6,3.5,79.8,6.8,4.5,5.7,60,8.1,4,3.3,1.6,1.7,0,1.9,10.1,4.7,81.6,7.3,2.8,2.7,78.8,7.4,68,7.5,12.8,6.7,64.3,8,1.7,2,18.4,7.3,(X),(X),5.9,8.8,69,17,25.2,16,(X),(X),3.6,4.6,71.7,14,24.7,14.2,(X),(X),0,5,92.2,6.9,7.8,6.9
1400000US31055006903,"Census Tract 69.03, Douglas County, Nebraska",950,38,875,57,815,64,89,32,743,62,32,34,617,68,5,8,56,40,5,7,75,43,838,65,5,7,833,66,653,71,53,31,762,73,32,25,112,57,109,48,0,10,56,35,53,39,384,69,5,7,327,72,52,32,457,60,0,10,450,59,7,11,(X),(X),92.1,4.6,85.8,5.8,9.4,3.3,78.2,5.5,3.4,3.5,64.9,7,0.5,0.9,5.9,4.2,0.5,0.7,7.9,4.6,88.2,5.9,0.5,0.7,87.7,6,68.7,7.2,5.6,3.2,80.2,7,3.4,2.6,11.8,5.9,(X),(X),0,18.5,51.4,26,48.6,26,(X),(X),1.3,1.8,85.2,8.9,13.5,8.6,(X),(X),0,4.8,98.5,2.3,1.5,2.3
1400000US31055006904,"Census Tract 69.04, Douglas County, Nebraska",1555,94,1484,94,1398,105,169,78,1284,101,29,27,1030,113,9,14,62,55,0,10,71,39,1450,97,7,11,1443,97,1130,103,94,47,1332,106,61,35,105,47,84,47,0,10,43,31,41,31,597,127,0,10,541,120,56,38,874,98,7,11,859,96,8,13,(X),(X),95.4,2.5,89.9,3.9,10.9,4.8,82.6,5.6,1.9,1.7,66.2,7,0.6,0.9,4,3.5,0,1.4,4.6,2.5,93.2,3,0.5,0.7,92.8,3,72.7,6.1,6,3,85.7,4.1,3.9,2.3,6.8,3,(X),(X),0,23.2,51.2,26.2,48.8,26.2,(X),(X),0,3.7,90.6,6.1,9.4,6.1,(X),(X),0.8,1.2,98.3,1.9,0.9,1.4
1400000US31055006905,"Census Tract 69.05, Douglas County, Nebraska",658,68,590,69,495,74,22,15,557,67,72,40,383,75,5,7,9,14,0,10,68,41,538,70,3,6,535,69,456,65,35,28,494,65,15,14,120,48,52,29,0,10,25,19,27,22,299,74,3,6,223,68,73,40,307,57,0,10,287,56,20,15,(X),(X),89.7,6,75.2,8.3,3.3,2.2,84.7,6,10.9,6.1,58.2,8.4,0.8,1.1,1.4,2.1,0,3.4,10.3,6,81.8,6.9,0.5,0.8,81.3,6.8,69.3,7.5,5.3,4,75.1,7.4,2.3,2.1,18.2,6.9,(X),(X),0,33.5,48.1,26.7,51.9,26.7,(X),(X),1,1.8,74.6,12,24.4,12.2,(X),(X),0,7.1,93.5,4.8,6.5,4.8
1400000US31055006906,"Census Tract 69.06, Douglas County, Nebraska",1488,86,1230,104,1111,116,176,89,1011,111,97,69,689,102,8,12,30,26,0,10,258,78,1158,104,0,10,1158,104,841,116,106,53,1038,121,33,25,330,74,206,97,0,10,103,73,103,79,807,122,0,10,596,101,211,78,475,94,0,10,459,91,16,18,(X),(X),82.7,5.1,74.7,5.8,11.8,5.9,67.9,6.5,6.5,4.7,46.3,5.8,0.5,0.8,2,1.7,0,1.5,17.3,5.1,77.8,5,0,1.5,77.8,5,56.5,6.8,7.1,3.6,69.8,6.5,2.2,1.7,22.2,5,(X),(X),0,10.3,50,28.6,50,28.6,(X),(X),0,2.7,73.9,8,26.1,8,(X),(X),0,4.6,96.6,3.7,3.4,3.7
1400000US31055007001,"Census Tract 70.01, Douglas County, Nebraska",2038,125,1857,127,1575,134,99,49,1711,141,218,103,1175,131,0,10,21,24,0,10,181,66,1714,145,0,10,1714,145,1450,153,198,84,1516,149,63,38,324,89,432,117,0,10,334,110,98,52,1194,157,0,10,1002,137,192,81,412,111,0,10,378,111,34,29,(X),(X),91.1,3.2,77.3,5.5,4.9,2.4,84,4.5,10.7,4.8,57.7,6.2,0,1.1,1,1.2,0,1.1,8.9,3.2,84.1,4.4,0,1.1,84.1,4.4,71.1,5.4,9.7,4.1,74.4,5.4,3.1,1.9,15.9,4.4,(X),(X),0,5.1,77.3,11.6,22.7,11.6,(X),(X),0,1.9,83.9,6.1,16.1,6.1,(X),(X),0,5.3,91.7,7.3,8.3,7.3
1400000US31055007002,"Census Tract 70.02, Douglas County, Nebraska",1466,52,1252,98,1119,92,144,52,1040,97,59,38,886,103,39,28,49,35,10,16,214,87,1209,94,10,16,1199,94,881,115,105,57,1066,93,56,38,257,88,202,84,0,10,92,43,110,72,703,101,0,10,572,101,131,57,561,103,10,16,535,105,16,18,(X),(X),85.4,5.9,76.3,5.7,9.8,3.5,70.9,6,4,2.6,60.4,6.7,2.7,1.9,3.3,2.3,0.7,1.1,14.6,5.9,82.5,5.9,0.7,1.1,81.8,5.9,60.1,7.4,7.2,3.9,72.7,5.9,3.8,2.6,17.5,5.9,(X),(X),0,10.5,45.5,20.6,54.5,20.6,(X),(X),0,3.1,81.4,7.8,18.6,7.8,(X),(X),1.8,2.8,95.4,4.2,2.9,3.2
1400000US31055007003,"Census Tract 70.03, Douglas County, Nebraska",925,44,835,59,653,71,78,28,718,76,87,47,503,77,15,23,31,29,0,10,90,38,775,66,4,7,771,66,509,76,98,53,646,88,47,34,150,55,82,45,0,10,62,42,20,15,638,70,0,10,519,73,119,53,205,60,4,7,190,58,11,11,(X),(X),90.3,4.2,70.6,5.9,8.4,3,77.6,6.5,9.4,5.1,54.4,7.4,1.6,2.5,3.4,3.1,0,2.4,9.7,4.2,83.8,5.9,0.4,0.8,83.4,5.9,55,7.7,10.6,5.8,69.8,8.5,5.1,3.6,16.2,5.9,(X),(X),0,23.7,75.6,19.4,24.4,19.4,(X),(X),0,3.5,81.3,7.8,18.7,7.8,(X),(X),2,3.6,92.7,6,5.4,5.3
1400000US31055007101,"Census Tract 71.01, Douglas County, Nebraska",1227,57,1060,82,847,109,81,58,925,94,99,66,631,105,28,27,23,27,0,10,167,70,1002,83,0,10,1002,83,763,100,175,80,799,96,53,39,225,76,195,71,0,10,80,57,115,55,716,103,0,10,627,100,89,53,316,81,0,10,295,84,21,23,(X),(X),86.4,5.7,69,8.5,6.6,4.7,75.4,7,8.1,5.4,51.4,8.5,2.3,2.2,1.9,2.2,0,1.8,13.6,5.7,81.7,6,0,1.8,81.7,6,62.2,8.2,14.3,6.5,65.1,7.4,4.3,3.1,18.3,6,(X),(X),0,10.9,41,22.8,59,22.8,(X),(X),0,3.1,87.6,7,12.4,7,(X),(X),0,6.9,93.4,7.4,6.6,7.4
1400000US31055007102,"Census Tract 71.02, Douglas County, Nebraska",1292,82,1184,81,999,88,117,65,1043,103,157,82,708,105,0,10,47,40,0,10,108,57,1109,98,12,19,1097,98,984,93,188,91,884,110,54,35,183,73,187,101,12,19,134,84,41,43,593,117,0,10,504,112,89,40,512,115,0,10,459,126,53,49,(X),(X),91.6,4.2,77.3,7.3,9.1,5,80.7,7.2,12.2,6.1,54.8,8.6,0,1.7,3.6,3.2,0,1.7,8.4,4.2,85.8,5.6,0.9,1.5,84.9,5.5,76.2,6.2,14.6,6.8,68.4,8,4.2,2.7,14.2,5.6,(X),(X),6.4,12.2,71.7,21.8,21.9,19.5,(X),(X),0,3.7,85,6.6,15,6.6,(X),(X),0,4.3,89.6,10,10.4,10
1400000US31055007303,"Census Tract 73.03, Douglas County, Nebraska",1198,72,1050,101,979,104,66,37,947,106,28,27,758,93,0,10,0,10,0,10,148,73,1026,102,10,16,1016,105,852,113,114,58,789,95,122,68,172,76,54,34,0,10,36,28,18,20,426,101,0,10,343,90,83,58,718,94,10,16,637,93,71,55,(X),(X),87.6,6.2,81.7,6.9,5.5,3.1,79,6.6,2.3,2.3,63.3,7.3,0,1.9,0,1.9,0,1.9,12.4,6.2,85.6,6.4,0.8,1.3,84.8,6.7,71.1,7.8,9.5,4.6,65.9,7.3,10.2,5.7,14.4,6.4,(X),(X),0,32.7,66.7,32.7,33.3,32.7,(X),(X),0,5.1,80.5,12.4,19.5,12.4,(X),(X),1.4,2.3,88.7,7.6,9.9,7.4
