prvdr_ctgry_cd,city_name,fac_name,state_cd,st_adr,phne_num,zip_cd,bed_cnt,geo_address,loc,longitude,latitude
1,OMAHA,MIDWEST SURGICAL HOSPITAL LLC,NE,7915 FARNAM DRIVE,4023991900.0,68114,19.0,"7915 FARNAM DRIVE, OMAHA, NE, 68114","Midwest Surgical Hospital, 7915, Farnam Drive, Omaha, Douglas County, Nebraska, 68114, United States",-96.03724039919963,41.257827500000005
1,BELLEVUE,BELLEVUE MEDICAL CENTER,NE,2500 BELLEVUE MEDICAL CENTER DR,4027633600.0,68123,91.0,"2500 BELLEVUE MEDICAL CENTER DR, BELLEVUE, NE, 68123","Nebraska Medicine – Bellevue, 2500, Bellevue Medical Center Drive, Bellevue, Sarpy County, Nebraska, 68123, United States",-95.94819372983889,41.13656665
1,OMAHA,"NEBRASKA SPINE HOSPITAL, LLC",NE,"P O BOX 34400, 6901 NORTH 72ND ST, STE 20300",4025723000.0,68122,34.0,"6901 NORTH 72ND ST, OMAHA, NE, 68122","CHI Health Immanuel, 6901, North 72nd Street, Omaha, Douglas County, Nebraska, 68122, United States",-96.0199099786092,41.322210049999995
1,KEARNEY,KEARNEY REGIONAL MEDICAL CENTER,NE,804 22ND AVENUE,3084553600.0,68845,44.0,"804 22ND AVENUE, KEARNEY, NE, 68845","22nd Avenue, Kearney, Buffalo County, Nebraska, 68849, United States",-99.1115246,40.7135225
1,KEARNEY,HEARTLAND SURGERY CENTER,NE,3515 30TH AVENUE,3088652670.0,68845,1.0,"3515 30TH AVENUE, KEARNEY, NE, 68845","Heartland Surgery Center, 3515, 30th Avenue, R-Villa Courts, Kearney, Buffalo County, Nebraska, 68845, United States",-99.1213271,40.7106398
1,GRAND ISLAND,GRAND ISLAND REGIONAL MEDICAL CENTER,NE,3533 PRAIRIEVIEW STREET,3086755000.0,68803,67.0,"3533 PRAIRIEVIEW STREET, GRAND ISLAND, NE, 68803","Prairieview Street, Grand Island, Hall County, Nebraska, 68801, United States",-98.3829817,40.8895012
1,LINCOLN,ADVANCED MEDICAL IMAGING SURGERY CENTER,NE,7555 PIONEERS BLVD,4024844858.0,68506,1.0,"7555 PIONEERS BLVD, LINCOLN, NE, 68506","Pioneers Boulevard, College View, Lincoln, Lancaster County, Nebraska, 68506, United States",-96.6432618,40.7697795
21,LINCOLN,BLUESTEM HEALTH ADMINISTRATION,NE,2246 O STREET,4024705420.0,68510,,"2246 O STREET, LINCOLN, NE, 68510","2246, O Street, Malone, Lincoln, Lancaster County, Nebraska, 68510, United States",-96.68902753841613,40.813452699544875
1,ALMA,HARLAN COUNTY HEALTH SYSTEM,NE,"P O BOX 836, 717 NORTH BROWN ST",3089282151.0,68920,19.0,"717 NORTH BROWN ST, ALMA, NE, 68920","Brown Street, Alma, Harlan County, Nebraska, 68920, United States",-99.3643062,40.105606
1,GENEVA,FILLMORE COUNTY HOSPITAL,NE,"P O BOX 193, 1900 F STREET",4027593167.0,68361,25.0,"1900 F STREET, GENEVA, NE, 68361","Fillmore County Hospital, 1900, F Street, Geneva, Fillmore County, Nebraska, 68361, United States",-97.58608001399973,40.52538105
1,PAWNEE CITY,PAWNEE COUNTY MEMORIAL HOSPITAL,NE,"P O BOX 433, 600 I ST",4028522231.0,68420,17.0,"600 I ST, PAWNEE CITY, NE, 68420","Pawnee County Memorial Hospital, 600, I Street, Pawnee City, Pawnee County, Nebraska, 68420, United States",-96.14990409013197,40.10832745
1,LYNCH,NIOBRARA VALLEY HOSPITAL,NE,"P O BOX 118, 401 SOUTH 5TH STREET",4025692451.0,68746,20.0,"401 SOUTH 5TH STREET, LYNCH, NE, 68746","401, 5th Street, Court House Hill, Lynchburg, Lynchburg (city), Virginia, 24504, United States",-79.147249,37.417096
1,HEBRON,THAYER COUNTY HEALTH SERVICES,NE,120 PARK AVE,4027686041.0,68370,19.0,"120 PARK AVE, HEBRON, NE, 68370","Thayer County Health Services, 120, Park Avenue, Hebron, Thayer County, Nebraska, 68370, United States",-97.59393487608143,40.1609252
1,KIMBALL,KIMBALL HEALTH SERVICES,NE,505 SOUTH BURG ST,3082351951.0,69145,20.0,"505 SOUTH BURG ST, KIMBALL, NE, 69145","Kimball Health Services, 505, South Burg Street, Stahlas North Court, Kimball, Kimball County, Nebraska, 69145, United States",-103.66682429893335,41.232667
1,MINDEN,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,NE,727 EAST 1ST ST,3088323400.0,68959,25.0,"727 EAST 1ST ST, MINDEN, NE, 68959","Kearney County Community Hospital, 727, East 1st Street, Minden, Kearney County, Nebraska, 68959, United States",-98.94247957200056,40.4953139
1,WAHOO,SAUNDERS MEDICAL CENTER,NE,1760 COUNTY RD J,4024434191.0,68066,16.0,"1760 COUNTY RD J, WAHOO, NE, 68066","Saunders Medical Center, 1760, County Road J, Wahoo, Saunders County, Nebraska, 68066, United States",-96.63541750839745,41.193066200000004
1,HENDERSON,HENDERSON HEALTH CARE SERVICES,NE,1621 FRONT STREET,4027234445.0,68371,13.0,"1621 FRONT STREET, HENDERSON, NE, 68371","Henderson Community Hospital, 1621, Front Street, Henderson, York County, Nebraska, 68371, United States",-97.80777143074553,40.78353025
1,OSHKOSH,REGIONAL WEST GARDEN COUNTY HOSPITAL,NE,1100 WEST 2ND ST,3087723283.0,69154,10.0,"1100 WEST 2ND ST, OSHKOSH, NE, 69154","Regional West Garden County, 1100, West 2nd Street, Oshkosh, Garden County, Nebraska, 69154, United States",-102.34855880977884,41.41254715
1,FRANKLIN,FRANKLIN COUNTY MEMORIAL HOSPITAL,NE,1406 Q ST,3084256221.0,68939,14.0,"1406 Q ST, FRANKLIN, NE, 68939","Franklin County Memorial Hospital, 1406, Q Street, Franklin, Franklin County, Nebraska, 68939, United States",-98.9542417,40.10217395
1,GENOA,GENOA COMMUNITY HOSPITAL,NE,"P O BOX 310, 706 EWING AVE",4029932283.0,68640,20.0,"706 EWING AVE, GENOA, NE, 68640","Genoa Community Hospital, 706, Ewing Avenue, Genoa, Nance County, Nebraska, 68640, United States",-97.73266565799058,41.44438515
1,GOTHENBURG,GOTHENBURG MEMORIAL HOSPITAL,NE,910 20TH ST,3085373661.0,69138,12.0,"910 20TH ST, GOTHENBURG, NE, 69138","910, 20th Street, Gothenburg, Dawson County, Nebraska, 69138, United States",-100.15380414285714,40.93803418367347
1,OSCEOLA,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,NE,"P O BOX 428, 531 BEEBE ST",4027472031.0,68651,21.0,"531 BEEBE ST, OSCEOLA, NE, 68651","Annie Jeffrey Memorial County Health Center, 531, Beebe Street, Osceola, Polk County, Nebraska, 68651, United States",-97.54959773463327,41.1696426
1,SUPERIOR,BRODSTONE MEMORIAL HOSP,NE,"P O BOX 187, 520 EAST 10TH ST",4028793281.0,68978,25.0,"520 EAST 10TH ST, SUPERIOR, NE, 68978","520, East 10th Street, Superior, Nuckolls County, Nebraska, 68978, United States",-98.06582228571428,40.02625520408163
1,RED CLOUD,WEBSTER COUNTY COMMUNITY HOSPITAL,NE,"P O BOX 465, 621 N FRANKLIN ST",4027465600.0,68970,16.0,"621 N FRANKLIN ST, RED CLOUD, NE, 68970","Webster County Community Hospital, 621, North Franklin Street, Red Cloud, Webster County, Nebraska, 68970, United States",-98.52815175,40.09142075
1,TILDEN,TILDEN COMMUNITY HOSPITAL,NE,"P O BOX 340, 308 WEST 2ND",4023685343.0,68781,21.0,"308 WEST 2ND, TILDEN, NE, 68781","2nd Street, West Hamburg, Tilden Township, Berks County, Pennsylvania, 19526, United States",-75.9948994,40.5431045
1,BRIDGEPORT,MORRILL COUNTY COMMUNITY HOSPITAL,NE,1313 S STREET,3082621616.0,69336,20.0,"1313 S STREET, BRIDGEPORT, NE, 69336","Morrill County Community Hospital, 1313, S Street, Bridgeport, Morrill County, Nebraska, 69336, United States",-103.09207565,41.6617696
1,FAIRBURY,JEFFERSON COMMUNITY HEALTH & LIFE,NE,"P O BOX 277, 2200 H ST",4027293351.0,68352,17.0,"2200 H ST, FAIRBURY, NE, 68352","Jefferson Community Health and Life, 2200, H Street, Fairbury, Jefferson County, Nebraska, 68352, United States",-97.174731,40.15555415
1,AURORA,MEMORIAL HOSPITAL,NE,1423 SEVENTH ST,4026943171.0,68818,14.0,"1423 SEVENTH ST, AURORA, NE, 68818","Aurora Seventh-day Adventist Church, 1504, 12th Street, Aurora, Hamilton County, Nebraska, 68818, United States",-98.0031102,40.871679
1,OAKLAND,MERCYONE OAKLAND MEDICAL CENTER,NE,601 EAST SECOND ST,4026855601.0,68045,18.0,"601 EAST SECOND ST, OAKLAND, NE, 68045","Brock Street, Oakland, Orange County, Florida, 34760, United States",-81.6256757,28.5560749
1,WEST POINT,ST FRANCIS MEMORIAL HOSPITAL,NE,430 NORTH MONITOR ST,4023722404.0,68788,25.0,"430 NORTH MONITOR ST, WEST POINT, NE, 68788","Saint Francis Memorial Hospital, 430, North Monitor Street, West Point, Cuming County, Nebraska, 68788, United States",-96.7058819166192,41.84342095
1,SCHUYLER,CHI HEALTH SCHUYLER,NE,104 WEST 17TH ST,4023522441.0,68661,25.0,"104 WEST 17TH ST, SCHUYLER, NE, 68661","CHI Health Schuyler, 104, West 17th Street, Lonnies Trailer Court, Schuyler, Colfax County, Nebraska, 68661, United States",-97.06095182469441,41.45541335
1,AUBURN,NEMAHA COUNTY HOSPITAL,NE,2022  13TH ST,4022744366.0,68305,20.0,"2022  13TH ST, AUBURN, NE, 68305","Nemaha County Hospital, 2022, 13th Street, Auburn, Nemaha County, Nebraska, 68305, United States",-95.85355353472707,40.391991149999996
1,AINSWORTH,BROWN COUNTY HOSPITAL,NE,945 EAST ZERO ST,4023872800.0,69210,25.0,"945 EAST ZERO ST, AINSWORTH, NE, 69210","Brown County Hospital, 945, East Zero Street, Ainsworth, Brown County, Nebraska, 69210, United States",-99.84943483637548,42.544488400000006
1,NELIGH,ANTELOPE MEMORIAL HOSPITAL,NE,"P O BOX 229, 102 WEST 9TH ST",4028874151.0,68756,25.0,"102 WEST 9TH ST, NELIGH, NE, 68756","Antelope Memorial Hospital, 102, West 9th Street, Neligh, Antelope County, Nebraska, 68756, United States",-98.03008831836186,42.1345349
1,COZAD,COZAD COMMUNITY HOSPITAL,NE,"P O BOX 108, 300 EAST 12TH ST",3087842261.0,69130,21.0,"300 EAST 12TH ST, COZAD, NE, 69130","Cozad Community Hospital, 300, East 12th Street, Cozad, Dawson County, Nebraska, 69130, United States",-99.98246234212822,40.86362885
1,CENTRAL CITY,MERRICK MEDICAL CENTER,NE,1715  26TH ST,3089463015.0,68826,20.0,"1715  26TH ST, CENTRAL CITY, NE, 68826","Merrick Medical Center, 1715, 26th Street, Central City, Merrick County, Nebraska, 68826, United States",-98.00290685,41.1070724
1,CREIGHTON,AVERA CREIGHTON HOSPITAL,NE,"P O BOX 186, 1503 MAIN ST",4023585700.0,68729,23.0,"1503 MAIN ST, CREIGHTON, NE, 68729","Avera Creighton Hospital, 1503, Main Street, Creighton, Knox County, Nebraska, 68729, United States",-97.91778190191235,42.46599125
1,DAVID CITY,BUTLER COUNTY HEALTH CARE CENTER,NE,372 SOUTH 9TH ST,4023671200.0,68632,20.0,"372 SOUTH 9TH ST, DAVID CITY, NE, 68632","Butler County Health Care Center, 372, South 9th Street, David City, Butler County, Nebraska, 68632, United States",-97.12241654456399,41.2469981
1,BASSETT,ROCK COUNTY HOSPITAL,NE,102 EAST SOUTH STREET,4026843366.0,68714,24.0,"102 EAST SOUTH STREET, BASSETT, NE, 68714","102, South Street, Bassett, Rock County, Nebraska, 68714, United States",-99.53820959246042,42.57574032483894
1,ALBION,BOONE COUNTY HEALTH CENTER,NE,"P O BOX 151, 723 WEST FAIRVIEW ST",4023952191.0,68620,25.0,"723 WEST FAIRVIEW ST, ALBION, NE, 68620","Boone County Health Center, 723, West Fairview Street, Albion, Boone County, Nebraska, 68620, United States",-98.00553744000793,41.68302625
1,CALLAWAY,CALLAWAY DISTRICT HOSPITAL,NE,"P O BOX 100, 211 E KIMBALL",3088362228.0,68825,12.0,"211 E KIMBALL, CALLAWAY, NE, 68825","211, East Kimball Street, Callaway, Custer County, Nebraska, 68825, United States",-99.92288888775511,41.29075156122449
1,YORK,YORK GENERAL HOSPITAL,NE,2222 LINCOLN AVE,4023626671.0,68467,25.0,"2222 LINCOLN AVE, YORK, NE, 68467","2222, Lincoln Avenue, Roosevelt Beach, Wilson, Niagara County, New York, 14172, United States",-78.86106253319136,43.30977358040803
1,HUMBOLDT,HUMBOLDT HEALTHCARE INC,NE,1128 GRAND AVENUE,4028622231.0,68376,15.0,"1128 GRAND AVENUE, HUMBOLDT, NE, 68376","Humboldt Family Practice, 1128, Grand Avenue, Humboldt, Richardson County, Nebraska, 68376, United States",-95.9395273,40.1728648
1,ST PAUL,HOWARD COUNTY MEDICAL CENTER,NE,"P O BOX 406, 1113 SHERMAN ST",3087544421.0,68873,25.0,"1113 SHERMAN ST, ST PAUL, NE, 68873","Howard County Medical Center, 1113, Sherman Street, Saint Paul, Howard County, Nebraska, 68873, United States",-98.46315812379765,41.2175228
1,SEWARD,MEMORIAL HOSPITAL,NE,300 NORTH COLUMBIA AVE,4026432971.0,68434,25.0,"300 NORTH COLUMBIA AVE, SEWARD, NE, 68434","Memorial Health Care Systems, 300, North Columbia Avenue, Seward, Seward County, Nebraska, 68434, United States",-97.0910169174511,40.90990165
1,BENKELMAN,DUNDY COUNTY HOSPITAL,NE,"P O BOX 626, 1313 NORTH CHEYENNE ST",3084232204.0,69021,14.0,"1313 NORTH CHEYENNE ST, BENKELMAN, NE, 69021","1313, Cheyenne Street, Rainbow Fountain Park, Benkelman, Dundy County, Nebraska, 69021, United States",-101.53697253169382,40.05636272376481
1,CHADRON,CHADRON COMMUNITY HOSPITAL CORP,NE,825 CENTENNIAL DRIVE,3084325586.0,69337,25.0,"825 CENTENNIAL DRIVE, CHADRON, NE, 69337","Chadron Community Hospital, 825, Centennial Drive, Wagon Wheel Trailer Court, Chadron, Dawes County, Nebraska, 69337, United States",-103.01442475039966,42.82322715
1,NEBRASKA CITY,CHI HEALTH ST MARY'S,NE,1301 GRUNDMAN BLVD,4028733321.0,68410,18.0,"1301 GRUNDMAN BLVD, NEBRASKA CITY, NE, 68410","CHI Health Saint Mary's, 1301, Grundman Boulevard, Nebraska City, Otoe County, Nebraska, 68410, United States",-95.86250501111877,40.6564172
1,ATKINSON,WEST HOLT MEMORIAL HOSPITAL,NE,406 W NEELY ST,4029252811.0,68713,18.0,"406 W NEELY ST, ATKINSON, NE, 68713","West Holt Memorial Hospital, 406, West Neely Street, Atkinson, Holt County, Nebraska, 68713, United States",-98.9825682366196,42.5285696
1,VALENTINE,CHERRY COUNTY HOSPITAL,NE,"P O BOX 410, 510 NORTH GREEN ST",4023762525.0,69201,25.0,"510 NORTH GREEN ST, VALENTINE, NE, 69201","Cherry County Hospital, 510, North Green Street, Valentine, Cherry County, Nebraska, 69201, United States",-100.53792597593136,42.8791052
1,WAYNE,PROVIDENCE MEDICAL CENTER,NE,1200 PROVIDENCE RD,4023753800.0,68787,25.0,"1200 PROVIDENCE RD, WAYNE, NE, 68787","1200, Providence Road, Wayne, Wayne County, Nebraska, 68787, United States",-97.008149,42.241775
1,OSMOND,OSMOND GENERAL HOSPITAL,NE,"P O BOX 429, 402 NORTH MAPLE ST",4027483393.0,68765,25.0,"402 NORTH MAPLE ST, OSMOND, NE, 68765","Osmond General Hospital, 402, North Maple Street, Osmond, Pierce County, Nebraska, 68765, United States",-97.59580149990158,42.360742450000004
1,PENDER,PENDER COMMUNITY HOSPITAL,NE,"P O BOX 100, 100 HOSPITAL DRIVE",4023853083.0,68047,25.0,"100 HOSPITAL DRIVE, PENDER, NE, 68047","Pender Community Hospital, 100, Hospital Drive, Pender, Thurston County, Nebraska, 68047, United States",-96.71073865736287,42.1054417
1,TECUMSEH,JOHNSON COUNTY HOSPITAL,NE,202 HIGH ST,4023353361.0,68450,18.0,"202 HIGH ST, TECUMSEH, NE, 68450","Johnson County Hospital, 202, High Street, Tecumseh, Johnson County, Nebraska, 68450, United States",-96.19703655033227,40.3797467
1,IMPERIAL,CHASE COUNTY COMMUNITY HOSPITAL,NE,"P O BOX 819, 600 W 12TH ST",3088827111.0,69033,22.0,"600 W 12TH ST, IMPERIAL, NE, 69033","Chase County Community Hospital, 600, West 12th Street, Imperial, Chase County, Nebraska, 69033, United States",-101.65046755146133,40.524023150000005
1,FALLS CITY,"COMMUNITY MEDICAL CENTER, INC",NE,"P O BOX 399, 3307 BARADA ST",4022452428.0,68355,24.0,"3307 BARADA ST, FALLS CITY, NE, 68355","Community Medical Center, 3307, Barada Street, Falls City, Richardson County, Nebraska, 68355, United States",-95.6073035894421,40.078121949999996
1,ORD,VALLEY COUNTY HEALTH SYSTEM,NE,2707 L STREET,3087284200.0,68862,16.0,"2707 L STREET, ORD, NE, 68862","Valley County Health System, 2707, L Street, Manchester Trailer Court, Ord, Valley County, Nebraska, 68862, United States",-98.94291619905523,41.601535150000004
1,CRETE,CRETE AREA MEDICAL CENTER,NE,"P O BOX 220, 2910 BETTEN DR",4028262102.0,68333,25.0,"2910 BETTEN DR, CRETE, NE, 68333","Betten Road, Crete, Saline County, Nebraska, 68333, United States",-96.9370473,40.6416253
1,OGALLALA,OGALLALA COMMUNITY HOSPITAL,NE,2601 NORTH SPRUCE ST,3082844011.0,69153,18.0,"2601 NORTH SPRUCE ST, OGALLALA, NE, 69153","Ogallala Community Hospital, 2601, North Spruce Street, Ogallala, Keith County, Nebraska, 69153, United States",-101.71861587988637,41.1505121
1,GRANT,PERKINS COUNTY HEALTH SERVICES,NE,900 LINCOLN AVE,3083527200.0,69140,20.0,"900 LINCOLN AVE, GRANT, NE, 69140","Perkins County Health Services, 900, Lincoln Avenue, Grant, Perkins County, Nebraska, 69140, United States",-101.72686951039881,40.8489752
1,SIDNEY,SIDNEY REGIONAL MEDICAL CENTER,NE,1000 POLE CREEK CROSSING,3082545825.0,69162,25.0,"1000 POLE CREEK CROSSING, SIDNEY, NE, 69162","Sidney Regional Medical Center, 1000, Pole Creek Crossing, Sidney, Cheyenne County, Nebraska, 69162, United States",-102.95238585945319,41.13622795
21,LINCOLN,HEALTH 360,NE,2201 SOUTH 17TH STREET,4024761455.0,68502,,"2201 SOUTH 17TH STREET, LINCOLN, NE, 68502","2201, South 17th Street, Irvingdale, Lincoln, Lancaster County, Nebraska, 68502, United States",-96.696867,40.7907
1,GORDON,GORDON MEMORIAL HOSPITAL DISTRICT,NE,300 EAST 8TH ST,3082820401.0,69343,25.0,"300 EAST 8TH ST, GORDON, NE, 69343","Gordon Memorial Hospital, 300, East 8th Street, Gordon, Sheridan County, Nebraska, 69343, United States",-102.1997284,42.812335649999994
1,BLAIR,MEMORIAL COMMUNITY HOSPITAL MCH & HEALTH SYSTEM,NE,810 NORTH 22ND ST,4024261502.0,68008,25.0,"810 NORTH 22ND ST, BLAIR, NE, 68008","810, North 22nd Street, Blair, Washington County, Nebraska, 68008, United States",-96.14543809749152,41.551872920703936
1,ALLIANCE,BOX BUTTE GENERAL HOSPITAL,NE,"P O BOX 810, 2101 BOX BUTTE AVE",3087626660.0,69301,25.0,"2101 BOX BUTTE AVE, ALLIANCE, NE, 69301","Box Butte General Hospital, 2101, Box Butte Avenue, Alliance, Box Butte County, Nebraska, 69301, United States",-102.8699052424711,42.11670125
1,LEXINGTON,LEXINGTON REGIONAL HEALTH CENTER,NE,"P O BOX 980, 1201 NORTH ERIE ST",3083245651.0,68850,25.0,"1201 NORTH ERIE ST, LEXINGTON, NE, 68850","Lexington Regional Health Center, 1201, North Erie Street, Lexington, Dawson County, Nebraska, 68850, United States",-99.7595347625994,40.78532165
1,HOLDREGE,PHELPS MEMORIAL HEALTH CENTER,NE,1215 TIBBALS ST,3089952211.0,68949,25.0,"1215 TIBBALS ST, HOLDREGE, NE, 68949","Phelps Memorial Health Center, 1215, Tibbals Street, Holdrege, Phelps County, Nebraska, 68949, United States",-99.38314556629177,40.44785135
1,MCCOOK,COMMUNITY HOSPITAL,NE,"P O BOX 1328, 1301 EAST H ST",3083442650.0,69001,25.0,"1301 EAST H ST, MCCOOK, NE, 69001","Community Hospital, 1301, East H Street, McCook, Red Willow County, Nebraska, 69001, United States",-100.60799933410144,40.205636299999995
1,BROKEN BOW,JENNIE M MELHAM MEMORIAL MEDICAL CENTER,NE,145 MEMORIAL DRIVE,3088724100.0,68822,23.0,"145 MEMORIAL DRIVE, BROKEN BOW, NE, 68822","Jennie M. Melham Memorial Medical Center, 145, Memorial Drive, Broken Bow, Custer County, Nebraska, 68822, United States",-99.63210263055447,41.4104379
21,OMAHA,CHARLES DREW HEALTH CENTER INC,NE,3600 N 24TH STREET,4024571200.0,68110,,"3600 N 24TH STREET, OMAHA, NE, 68110","Evans Tower, 3600, North 24th Street, Omaha, Douglas County, Nebraska, 68110, United States",-95.9473392,41.292021399999996
21,OMAHA,CHARLES DREW HEALTH CENTER,NE,1490 NORTH 16TH STREET,4024536806.0,68102,,"1490 NORTH 16TH STREET, OMAHA, NE, 68102","1490, North 16th Street, Omaha, Douglas County, Nebraska, 68102, United States",-95.93753918053574,41.27501506419503
21,OMAHA,CHARLES DREW HEALTH CENTER,NE,2915 GRANT STREET,4024513553.0,68111,,"2915 GRANT STREET, OMAHA, NE, 68111","2915, Grant Street, Omaha, Douglas County, Nebraska, 68111, United States",-95.9553937142857,41.27993085714286
21,GERING,PANHANDLE COMMUNITY SERV HEALTH CTR,NE,3350  10TH STREET,3086353089.0,69341,,"3350  10TH STREET, GERING, NE, 69341","3350, 10th Street, Gering, Scotts Bluff County, Nebraska, 69341, United States",-103.66079680555556,41.843850027777776
21,LINCOLN,NEBRASKA URBAN INDIAN HEALTH COALITION,NE,2331 FAIRFIELD ST SUITE 1,4024347177.0,68521,,"2331 FAIRFIELD ST, LINCOLN, NE, 68521","2331, Fairfield Street, Landon's, Mark IV Estates, Lincoln, Lancaster County, Nebraska, 68521, United States",-96.69013680270227,40.847843479068224
21,OMAHA,CHARLES DREW AMES AVENUE HEALTH CENTER,NE,4415 NORTH 28TH AVENUE,4024531433.0,68111,,"4415 NORTH 28TH AVENUE, OMAHA, NE, 68111","4415, North 28th Avenue, Omaha, Douglas County, Nebraska, 68111, United States",-95.954041,41.29889471428571
21,OMAHA,CHARLES DREW WM H  JOHNSON HLTH CTR,NE,2912 MANDERSON STREET,4024531433.0,68111,,"2912 MANDERSON STREET, OMAHA, NE, 68111","2912, Manderson Street, Omaha, Douglas County, Nebraska, 68111, United States",-95.95567906122449,41.293314510204084
21,COLUMBUS,GOOD NEIGHBOR COMMUNITY HEALTH CENTER,NE,4321 41ST AVENUE,4025639224.0,68601,,"4321 41ST AVENUE, COLUMBUS, NE, 68601","41st Avenue, Wagners Lake, Columbus, Platte County, Nebraska, 68601, United States",-97.3778021,41.4308606
21,LINCOLN,PEOPLES HEALTH CENTER,NE,1021 N 27TH STREET,4024761640.0,68503,,"1021 N 27TH STREET, LINCOLN, NE, 68503","1021, North 27th Street, Hawley, Lincoln, Lancaster County, Nebraska, 68503, United States",-96.6824398664979,40.823763036319875
21,PLATTSMOUTH,CASS FAMILY MEDICINE,NE,122 SOUTH 6TH STREET,4022962345.0,68048,,"122 SOUTH 6TH STREET, PLATTSMOUTH, NE, 68048","122, South 6th Street, Plattsmouth, Cass County, Nebraska, 68048, United States",-95.88635650162189,41.010996679447786
21,NORFOLK,NORFOLK COMMUNITY HEALTH CARE CLINIC,NE,"110 NORTH 16TH STREET, SUITE16",4026447314.0,68701,,"110 NORTH 16TH STREET, NORFOLK, NE, 68701","Skyview Medical Offices - East Campus, 110, North 16th Street, Norfolk, Madison County, Nebraska, 68701, United States",-97.4311728,42.0335999
21,MADISON,MIDTOWN HEALTH CENTER-MADISON,NE,222 S MAIN STREET,4024543304.0,68748,,"222 S MAIN STREET, MADISON, NE, 68748","Madison Clinic, 222, South Main Street, Hillside Vista Trailer Court, Madison, Madison County, Nebraska, 68748, United States",-97.4547702,41.8283401
21,OMAHA,INDIAN HILLS ELEMENTARY SCHOOL,NE,3121 U STREET,4027344110.0,68107,,"3121 U STREET, OMAHA, NE, 68107","U Street, South Omaha, Omaha, Douglas County, Nebraska, 68107, United States",-95.94053,41.202049
21,OMAHA,SPRING LAKE ELEMENTARY SCHOOL,NE,4215 SOUTH 20TH STREET,4027344110.0,68107,,"4215 SOUTH 20TH STREET, OMAHA, NE, 68107","4215, South 20th Street, South Omaha, Omaha, Douglas County, Nebraska, 68107, United States",-95.94165407070707,41.21709254545455
21,OMAHA,NORTHWEST HIGH SCHOOL,NE,8204 CROWN POINT AVENUE,4024571200.0,68134,,"8204 CROWN POINT AVENUE, OMAHA, NE, 68134","Omaha Northwest High School, 8204, Crown Point Avenue, Omaha, Douglas County, Nebraska, 68134, United States",-96.04029045,41.31470605
21,OMAHA,KING SCIENCE & TECH MAGNET,NE,3720 FLORENCE BLVD,4025025644.0,68110,,"3720 FLORENCE BLVD, OMAHA, NE, 68110","3720, Florence Boulevard, Omaha, Douglas County, Nebraska, 68110, United States",-95.9420622244898,41.292586163265305
21,OMAHA,KELLOM ELEMENTARY SCHOOL,NE,1131 NORTH 24TH STREET,4025025451.0,68102,,"1131 NORTH 24TH STREET, OMAHA, NE, 68102","1131, North 24th Street, Omaha, Douglas County, Nebraska, 68102, United States",-95.94691322448979,41.27024008163265
21,OMAHA,CHARLES DREW HEALTH CENTER INC,NE,5100 FLORENCE BLVD,4024571200.0,68110,,"5100 FLORENCE BLVD, OMAHA, NE, 68110","5100, Florence Boulevard, Garden Valley Courts, Omaha, Douglas County, Nebraska, 68110, United States",-95.942592,41.305103
21,BELLEVUE,"ONEWORLD COMMUNITY HEALTH CENTERS, INC",NE,2207 GEORGIA AVENUE,4025028855.0,68005,,"2207 GEORGIA AVENUE, BELLEVUE, NE, 68005","2207, Georgia Avenue, Avery, Bellevue, Sarpy County, Nebraska, 68005, United States",-95.92372775499128,41.167787
21,OMAHA,ONEWORLD SOUTH OMAHA ADOLESCENT CLINIC,NE,4310 SOUTH 24TH STREET,4025028880.0,68107,,"4310 SOUTH 24TH STREET, OMAHA, NE, 68107","4310, South 24th Street, South Omaha, Omaha, Douglas County, Nebraska, 68107, United States",-95.94715689795919,41.21708263265306
21,LINCOLN,PEOPLES HEALTH CENTER,NE,2301 O STREET,4024761455.0,68510,,"2301 O STREET, LINCOLN, NE, 68510","2301, O Street, Malone, Lincoln, Lancaster County, Nebraska, 68510, United States",-96.6881,40.813449
21,SOUTH SIOUX CITY,SIOUXLAND COMMUNITY HEALTH CENTER SOUTH SIOUX CITY,NE,3410 FUTURES DRIVE,7122522477.0,68776,,"3410 FUTURES DRIVE, SOUTH SIOUX CITY, NE, 68776","South Sioux City Clinic, 3410, Futures Drive, South Sioux City, Dakota County, Nebraska, 68776, United States",-96.4311548,42.4582161
21,LINCOLN,THOMPSON CLINIC,NE,"2222 SOUTH 16TH STREET, SUITE 435",4024747445.0,68502,,"2222 SOUTH 16TH STREET, LINCOLN, NE, 68502","2222, South 16th Street, Irvingdale, Lincoln, Lancaster County, Nebraska, 68502, United States",-96.69853574064172,40.792159545454545
21,OMAHA,CHARLES DREW HEALTH CENTER CAMPUS FOR HOPE,NE,1490 NORTH 16TH STREET,4023459880.0,68102,,"1490 NORTH 16TH STREET, OMAHA, NE, 68102","1490, North 16th Street, Omaha, Douglas County, Nebraska, 68102, United States",-95.93753918053574,41.27501506419503
